clip_name,role,frame_index,phase,feature_delta_t_s,feature_energy_mj,backbone_delta_t_s,backbone_energy_mj,total_delta_t_s,total_energy_mj
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,0,hop,0.0005400000081863,0.1796682131628782,0.0078599999978905,2.3457773430284674,0.0084400000050663,2.537125649836876
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,1,hop,0.0005300000048009,0.17829617024226216,0.0078400000056717,2.344375930088814,0.0084000000060768,2.5314070535389317
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,2,hop,0.0005200000014156,0.17370560687956266,0.0078399999911198,2.3472021004916943,0.0083900000026915,2.5297912810583982
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,3,hop,0.0005300000048009,0.1789726018342066,0.0078300000022863,2.3367992839330487,0.0083900000026915,2.5240857877803458
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,4,hop,0.0005200000014156,0.17618004680545374,0.0078300000022863,2.3496576950721764,0.0083900000026915,2.5375670062532305
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,5,hop,0.000529999990249,0.1795918505718185,0.0078299999877344,2.3478494552383116,0.0083899999881396,2.5360273717748676
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,6,hop,0.0005199999868636,0.17435845956867488,0.0078399999911198,2.356838390895018,0.0083899999881396,2.5401056195026834
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,7,hop,0.0005200000014156,0.17381134570280155,0.0078399999911198,2.354685391688867,0.0083900000026915,2.5373802106830095
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,8,hop,0.0005200000014156,0.17507884182631284,0.0078400000056717,2.3542126534493852,0.0083900000026915,2.538175842749844
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,9,hop,0.0005200000014156,0.17463188217586575,0.0078399999911198,2.354961785748942,0.0083900000026915,2.5383284678372067
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,10,hop,0.0005200000014156,0.17365525300747625,0.0078300000022863,2.351537183319685,0.0083799999993061,2.5338283350217545
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,11,hop,0.0005200000014156,0.17450672902817232,0.0078400000056717,2.355109047049667,0.0083900000026915,2.538425431855883
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,12,hop,0.000529999990249,0.1789389679155347,0.0078400000056717,2.3527348594327884,0.0083999999915249,2.540383887416523
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,13,hop,0.000529999990249,0.17780504475956493,0.0078300000022863,2.34844775339872,0.0083900000026915,2.5348142609397475
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,14,hop,0.0005200000014156,0.1744056949631192,0.0078400000056717,2.3540178647854577,0.0083900000026915,2.537381770568532
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,15,hop,0.0005200000014156,0.1745253974763292,0.0078400000056717,2.3612488953623014,0.0083900000026915,2.5445341147040326
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,16,hop,0.0005300000048009,0.17944398178955473,0.0078300000022863,2.3548131470369746,0.0083900000026915,2.5427690181616764
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,17,hop,0.0005300000048009,0.1809068726111429,0.0078300000022863,2.3567733119216827,0.0083900000026915,2.546043472196749
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,18,hop,0.0005200000014156,0.1744788267748875,0.0078400000056717,2.3586992222416563,0.0083900000026915,2.5421360984669694
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,19,hop,0.000529999990249,0.17926893960521317,0.0078300000022863,2.3543437321829224,0.0083900000026915,2.5422483565356564
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,20,hop,0.0005200000014156,0.17413460092682584,0.0078300000022863,2.3590219375925625,0.0083799999993061,2.541941146446581
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,21,hop,0.0005300000048009,0.17902118425039393,0.0078300000022863,2.356253683047472,0.0083900000026915,2.5437867100194795
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,22,hop,0.0005200000014156,0.1749029797981029,0.0078400000056717,2.3589935209443484,0.0083900000026915,2.542804762898883
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,23,hop,0.0005200000014156,0.17508266444233866,0.0078300000022863,2.3552603003272967,0.0083900000026915,2.5421220343706077
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,24,hop,0.0005300000048009,0.17996504504582483,0.0078300000022863,2.359569974338055,0.0083900000026915,2.548145945408765
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,25,hop,0.000529999990249,0.18071217221842192,0.0078300000022863,2.355087418218754,0.0083900000026915,2.54428688870986
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,26,hop,0.0005200000014156,0.177421609358793,0.0078300000022863,2.3563736903656087,0.0083900000026915,2.5456732482324167
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,27,hop,0.0005200000014156,0.17422953530157886,0.0078400000056717,2.3642267736217315,0.0083900000026915,2.547290392172092
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,28,hop,0.0005200000014156,0.1752221757338146,0.0078300000022863,2.3605156747143465,0.0083799999993061,2.5447204277676003
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,29,hop,0.0005200000014156,0.17886055679971535,0.0078300000022863,2.360464955076121,0.0083900000026915,2.551153999408538
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,30,hop,0.0005200000014156,0.17563199212890993,0.0078299999877344,2.359640903580793,0.0083799999993061,2.5442059949260476
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,31,hop,0.0005300000048009,0.17949517118685673,0.0078300000022863,2.36242910035837,0.0083900000026915,2.5504608572996688
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,32,hop,0.0005200000014156,0.17697546371757467,0.0078300000022863,2.3680920176762457,0.0083900000026915,2.5569702410729667
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,33,hop,0.0005200000014156,0.17888433163175663,0.0078300000022863,2.360264916590658,0.0083900000026915,2.5510766325973995
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,34,hop,0.0005200000014156,0.17524795869434967,0.0078299999877344,2.3587732585184473,0.0083799999993061,2.542929609251588
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,35,hop,0.0005200000014156,0.17851340840750632,0.0078300000022863,2.3626927105294397,0.0083900000026915,2.553084110473847
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,36,hop,0.0005200000014156,0.17841534350386917,0.0078399999911198,2.363750476540019,0.0083900000026915,2.5510987758249866
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,37,hop,0.0005300000048009,0.17901773815843874,0.0078300000022863,2.3641028233682775,0.0083900000026915,2.5516571616291532
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,38,hop,0.0005200000014156,0.17492389663298408,0.0078300000022863,2.3632320621192178,0.0083799999993061,2.5470393451817666
