held_out_case,pooling,distance_head,threshold_method,threshold,precision,recall,accuracy,f1
1,mean,euclidean,perentile_same_machie_95.0,1.75897216796875,0.9457013574660633,0.7916666666666666,0.8731060606060606,0.8618556701030928
1,mean,euclidean,perentile_same_machie_99.0,3.58913516998291,0.8181818181818182,0.06818181818181818,0.5265151515151515,0.1258741258741259
1,mean,euclidean,perentile_same_machie_99.5,10.588172912597656,0.8823529411764706,0.056818181818181816,0.5246212121212122,0.10676156583629894
1,mean,euclidean,evt_p95_equiv,1.7773140773261065,0.9452054794520548,0.7840909090909091,0.8693181818181818,0.8571428571428571
1,mean,euclidean,parametric_p95_equiv,2.101237643449528,0.9570552147239264,0.5909090909090909,0.7821969696969697,0.7306791569086651
1,mean,euclidean,kde_p95_equiv,1.963517852351119,0.9565217391304348,0.6666666666666666,0.8181818181818182,0.7857142857142857
1,mean,euclidean,evt_p99_equiv,3.4808035746687356,0.8181818181818182,0.06818181818181818,0.5265151515151515,0.1258741258741259
1,mean,euclidean,parametric_p99_equiv,2.4642866269532075,0.96,0.36363636363636365,0.6742424242424242,0.5274725274725275
1,mean,euclidean,kde_p99_equiv,9.911745894621074,0.8181818181818182,0.06818181818181818,0.5265151515151515,0.1258741258741259
1,mean,euclidean,evt_p999_equiv,44.635838166358106,0.0,0.0,0.5,0.0
1,mean,euclidean,parametric_p999_equiv,2.94628827392865,0.9245283018867925,0.1856060606060606,0.5852272727272727,0.30914826498422715
1,mean,euclidean,kde_p999_equiv,10.931370057149831,0.0,0.0,0.5,0.0
1,mean,euclidean,mad,1.8071585893630981,0.9569377990430622,0.7575757575757576,0.8617424242424242,0.8456659619450317
1,mean,euclidean,iqr,1.9776130020618439,0.9555555555555556,0.6515151515151515,0.8106060606060606,0.7747747747747747
1,mean,mahalanobis,perentile_same_machie_95.0,56.644386491423546,0.9380952380952381,0.7462121212121212,0.8484848484848485,0.8312236286919831
1,mean,mahalanobis,perentile_same_machie_99.0,62.50437207425801,0.9884393063583815,0.6477272727272727,0.8200757575757576,0.782608695652174
1,mean,mahalanobis,perentile_same_machie_99.5,63.10916765518741,0.9883720930232558,0.6439393939393939,0.8181818181818182,0.7798165137614679
1,mean,mahalanobis,evt_p95_equiv,56.97912292167402,0.9563106796116505,0.7462121212121212,0.8560606060606061,0.8382978723404255
1,mean,mahalanobis,parametric_p95_equiv,58.12195905991464,0.9644670050761421,0.7196969696969697,0.8465909090909091,0.824295010845987
1,mean,mahalanobis,kde_p95_equiv,57.215606519863904,0.9653465346534653,0.7386363636363636,0.8560606060606061,0.8369098712446352
1,mean,mahalanobis,evt_p99_equiv,61.4388609709623,0.9886363636363636,0.6590909090909091,0.8257575757575758,0.7909090909090909
1,mean,mahalanobis,parametric_p99_equiv,61.6941765113323,0.9886363636363636,0.6590909090909091,0.8257575757575758,0.7909090909090909
1,mean,mahalanobis,kde_p99_equiv,62.37902219862821,0.9885057471264368,0.6515151515151515,0.821969696969697,0.7853881278538812
1,mean,mahalanobis,evt_p999_equiv,69.6957856637807,1.0,0.5568181818181818,0.7784090909090909,0.7153284671532847
1,mean,mahalanobis,parametric_p999_equiv,65.77009134508359,1.0,0.6174242424242424,0.8087121212121212,0.7634660421545667
