clip_name,role,frame_index,phase,feature_current_ua,feature_delta_t_s,backbone_current_ua,backbone_delta_t_s,total_current_ua,total_delta_t_s
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,0,hop,100870.53694192099,0.0005400000081863254,89730.7607045278,0.004820000001927838,90824.3710329488,0.005399999994551763
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,1,hop,102262.4807950389,0.0005299999902490526,89945.39824000931,0.004799999995157123,91143.91169997495,0.005359999981010333
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,2,hop,101278.8814803763,0.0005299999902490526,90027.85328053683,0.004810000013094395,91117.06521643238,0.0053699999989476055
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,3,hop,102859.90905321317,0.0005299999902490526,89889.26729721489,0.004799999995157123,91148.51638196711,0.005360000010114163
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,4,hop,101916.6151746281,0.0005200000014156103,90057.99642864641,0.004809999983990565,91201.03364402323,0.005359999981010333
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,5,hop,101676.88122859693,0.0005200000014156103,90251.77827699269,0.004799999995157123,91341.09405985722,0.00534999999217689
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,6,hop,102218.27777315,0.0005200000014156103,90507.3836553689,0.004809999983990565,91647.59376874365,0.005360000010114163
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,7,hop,102277.14080530152,0.0005200000014156103,90368.59418620766,0.004810000013094395,91525.95011406094,0.005360000010114163
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,8,hop,102132.54730007182,0.0005200000014156103,90574.58204505486,0.004809999983990565,91686.9556633695,0.005359999981010333
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,9,hop,103843.53526362553,0.0005200000014156103,90511.94917081117,0.004799999995157123,91798.56969296254,0.005359999981010333
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,10,hop,103616.21419973426,0.0005200000014156103,90440.11500621722,0.004810000013094395,91722.84554604022,0.005360000010114163
