"board","case","model","setup","region","used_bytes","region_bytes","percent_used"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_knn16_fp32","FLASH","156764","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","FLASH","162836","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","FLASH","166716","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","FLASH","159996","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","FLASH","163884","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","FLASH","155820","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","FLASH","155740","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","FLASH","159708","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","FLASH","156724","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","FLASH","151340","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","FLASH","151252","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","FLASH","155220","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","FLASH","152236","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","FLASH","155772","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","FLASH","155692","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","FLASH","159660","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","FLASH","156676","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","FLASH","151292","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","FLASH","151204","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","FLASH","155172","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","FLASH","152188","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","FLASH","150156","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","FLASH","154036","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","FLASH","151924","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","FLASH","155812","134217728","0.12"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","FLASH","148036","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","FLASH","151916","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","FLASH","149332","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","FLASH","153212","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","FLASH","147620","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","SRAMAHB","0","32768","0"
