"board","case","model","setup","region","used_bytes","region_bytes","percent_used"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","FLASH","151500","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","FLASH","148892","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","FLASH","152772","134217728","0.11"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","FLASH","182036","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","FLASH","181948","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","FLASH","185916","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","FLASH","182932","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","FLASH","177428","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","FLASH","177340","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","FLASH","181308","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","DTCM","6664","65536","10.17"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","FLASH","178324","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","FLASH","182004","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","FLASH","181924","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","FLASH","185892","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","FLASH","182908","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","FLASH","177404","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","FLASH","177316","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","FLASH","181284","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","FLASH","178300","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","FLASH","177636","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","FLASH","181516","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","FLASH","179804","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","FLASH","183692","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","FLASH","173468","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","FLASH","177356","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","FLASH","174620","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","FLASH","178500","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","FLASH","173052","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","FLASH","176932","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","FLASH","174196","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_knn16_fp32","RAM","17884","465920","3.84"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_knn16_fp32","ITCM","0","65536","0"
