clip_name,role,frame_index,phase,feature_delta_t_s,feature_energy_mj,backbone_delta_t_s,backbone_energy_mj,total_delta_t_s,total_energy_mj
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,0,hop,0.0005200000014156,0.17763891418889788,0.0100499999971361,3.0998029237569353,0.0105999999941559,3.286399966240706
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,1,hop,0.000529999990249,0.18135601829667422,0.0100499999971361,3.0971127962446046,0.0106099999975413,3.2871539746356575
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,2,hop,0.0005300000048009,0.18138149067370793,0.010050000011688,3.1020142672250914,0.0106100000120932,3.2922791800668603
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,3,hop,0.0005199999868636,0.17808848300859295,0.0100600000005215,3.1065507535034578,0.0106099999975413,3.2937211817980834
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,4,hop,0.0005200000014156,0.1772703289999655,0.0100600000005215,3.106472379042153,0.0106099999975413,3.2927993853482334
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,5,hop,0.0005300000048009,0.18285158207036972,0.0100499999971361,3.1034513741669354,0.0106099999975413,3.294913763892265
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,6,hop,0.000529999990249,0.18237348422097743,0.0100499999971361,3.1056049327821325,0.0106099999975413,3.29688650111971
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,7,hop,0.0005200000014156,0.17662881377154538,0.0100600000005215,3.1025531322286852,0.0106099999975413,3.2880652319968897
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,8,hop,0.0005199999868636,0.18020671997505597,0.0100499999971361,3.1019127015350523,0.0106099999975413,3.294071801382796
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,9,hop,0.0005200000014156,0.17699753522633985,0.0100600000005215,3.105529285647181,0.0106099999975413,3.291608438444391
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,10,hop,0.0005200000014156,0.1769885237497236,0.0100600000005215,3.1036909748420713,0.0106100000120932,3.2896867624708013
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,11,hop,0.0005300000048009,0.18143089068507273,0.0100600000005215,3.1090520270897715,0.0106200000009266,3.299168037035582
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,12,hop,0.0005300000048009,0.1818262629012923,0.0100499999971361,3.1057548899272693,0.0106099999975413,3.2962169258584573
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,13,hop,0.0005300000048009,0.18235213849409068,0.0100499999971361,3.102613682516492,0.0106099999975413,3.2936508434366947
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,14,hop,0.0005200000014156,0.17665065219396753,0.0100600000005215,3.103994769123562,0.0106099999975413,3.2895783260671894
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,15,hop,0.0005300000048009,0.18234714327443052,0.0100499999971361,3.1029523429788513,0.0106099999975413,3.2941085716998906
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,16,hop,0.0005200000014156,0.18057766617204074,0.0100499999971361,3.1026862513348736,0.0106099999975413,3.29524082380163
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,17,hop,0.0005200000014156,0.1770194776411304,0.0100499999971361,3.101121845945746,0.0105999999941559,3.287148719214398
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,18,hop,0.0005200000014156,0.1762991253644532,0.0100600000005215,3.1036693264747246,0.0106100000120932,3.2889265846540567
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,19,hop,0.0005200000014156,0.17770803332962212,0.0100499999971361,3.1047384172909487,0.0105999999941559,3.291156578381151
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,20,hop,0.0005200000014156,0.1767403833643552,0.0100499999971361,3.106474815474477,0.0105999999941559,3.2920986354378194
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,21,hop,0.0005200000014156,0.18080205682697403,0.0100499999971361,3.108261115701029,0.0106099999975413,3.30099062502229
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,22,hop,0.0005200000014156,0.17704619653298145,0.0100499999971361,3.111035742466527,0.0105999999941559,3.2970397589021694
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,23,hop,0.0005200000014156,0.17769525300108482,0.0100499999971361,3.1088289540525254,0.0105999999941559,3.2955066552413044
