clip_name,role,frame_index,phase,feature_delta_t_s,feature_power_mw,backbone_delta_t_s,backbone_power_mw,total_delta_t_s,total_power_mw
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,0,hop,0.0005300000193528,339.78770865951026,0.0112999999837484,290.71939485124943,0.0118599999987054,292.9195300849776
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,1,hop,0.0005199999723117,339.87792465734043,0.0112999999837484,291.2356468741234,0.0118499999807681,293.3825236097214
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,2,hop,0.0005200000014156,343.20589064361127,0.0113000000128522,291.42878155571094,0.011850000009872,293.7315679214205
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,3,hop,0.0005200000014156,341.4957523929648,0.0113000000128522,291.2751357706514,0.011850000009872,293.48279849970623
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,4,hop,0.0005300000193528,341.89568412701396,0.0112999999837484,291.7665130590265,0.0118599999987054,294.01350254372585
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,5,hop,0.000529999990249,341.6652430275184,0.0112999999837484,292.515834522931,0.0118599999987054,294.72132289616616
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,6,hop,0.0005200000014156,340.7401105258452,0.0113000000128522,292.35342823673903,0.011850000009872,294.48833626727316
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,7,hop,0.0005200000014156,345.4984005742696,0.0112999999837484,291.96989371321973,0.0118599999987054,294.3524365513362
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,8,hop,0.0005300000193528,341.01312158378454,0.0112999999837484,292.1257631029486,0.0118599999987054,294.30590026782926
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,9,hop,0.0005199999723117,341.25727999804303,0.0112999999837484,292.51107663758273,0.0118499999807681,294.6718223851822
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,10,hop,0.0005300000193528,345.560116349256,0.0112999999837484,292.23524048914976,0.0118599999987054,294.60713768426615
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,11,hop,0.0005200000014156,341.9324104360431,0.0113000000128522,292.4041189344136,0.011850000009872,294.58693135989995
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,12,hop,0.0005200000014156,341.48438766158546,0.0112999999837484,292.662863759149,0.0118499999807681,294.82653679560923
