clip_name,role,frame_index,phase,feature_current_ua,feature_delta_t_s,backbone_current_ua,backbone_delta_t_s,total_current_ua,total_delta_t_s
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,0,hop,104513.9390632903,0.0005300000048009679,92663.65588236181,0.0079600000026403,93391.37430472848,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,1,hop,104755.88491897438,0.0005299999902490526,92787.32205751112,0.007959999988088384,93517.55460391902,0.00851999998849351
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,2,hop,104047.52602278753,0.0005300000048009679,92666.56117129135,0.0079600000026403,93361.55186447417,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,3,hop,105010.92799226509,0.0005299999902490526,92841.07645679885,0.007959999988088384,93589.81368784838,0.00851999998849351
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,4,hop,104641.8029970785,0.0005300000048009679,92646.79286515349,0.0079600000026403,93380.04609845082,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,5,hop,104189.9695282797,0.0005299999902490526,92608.08325425448,0.007959999988088384,93318.42458520568,0.00851999998849351
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,6,hop,105354.578201323,0.0005299999902490526,92767.63593266321,0.007959999988088384,93549.64077177875,0.00851999998849351
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,7,hop,104089.47279117606,0.0005300000048009679,92584.4105139455,0.0079600000026403,93295.34754231817,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,8,hop,103863.95803645134,0.0005200000014156103,92628.29197620178,0.007969999991473742,93315.29612849455,0.00851999998849351
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,9,hop,105041.08562314951,0.0005300000048009679,92779.84519065928,0.0079600000026403,93539.78923738188,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,10,hop,103995.08125127875,0.0005200000014156103,92910.09445542729,0.007969999991473742,93586.03400572352,0.00851999998849351
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,11,hop,104783.90000486326,0.0005300000048009679,92816.76018962103,0.0079600000026403,93546.80196075725,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,12,hop,104062.21220917074,0.0005300000048009679,92752.42678169454,0.0079600000026403,93447.09129953905,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,13,hop,104784.49868729264,0.0005300000048009679,92727.08270138326,0.0079600000026403,93471.87484325175,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,14,hop,104677.26384798765,0.0005200000014156103,92865.65715115058,0.0079600000026403,93585.3778062094,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,15,hop,104853.88236196365,0.0005300000048009679,92656.32153588663,0.0079600000026403,93399.4994418988,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,16,hop,104162.21482824192,0.0005300000048009679,92650.55573454435,0.0079600000026403,93361.66052943566,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,17,hop,105456.73361680117,0.0005300000048009679,92738.36025194045,0.0079600000026403,93533.06692494234,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,18,hop,104729.59412049328,0.0005300000048009679,92760.87603708888,0.0079600000026403,93497.39111109929,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,19,hop,105326.68203180708,0.0005300000048009679,92779.83522515402,0.0079600000026403,93561.95372327571,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,20,hop,104574.17622242293,0.0005200000014156103,92677.36373164825,0.007970000006025657,93410.7271458412,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,21,hop,104826.27323196865,0.0005299999902490526,93005.31647680746,0.0079600000026403,93727.36453694008,0.008520000003045425
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,22,hop,104946.14925162267,0.0005300000048009679,92757.0633401717,0.0079600000026403,93515.24980720946,0.008520000003045425
