clip_name,role,frame_index,phase,feature_current_ua,feature_delta_t_s,backbone_current_ua,backbone_delta_t_s,total_current_ua,total_delta_t_s
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,0,hop,99873.49771079305,0.000550000011571683,101088.03463596872,0.0027200000040465966,100757.3484631902,0.003300000011222437
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,1,hop,102155.77785343636,0.0005300000048009679,101856.2881360926,0.0026999999972758815,101784.197659214,0.003259999997681007
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,2,hop,101306.4608026965,0.0005200000014156103,101972.80325298425,0.0026999999972758815,101741.678814927,0.0032499999942956492
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,3,hop,101502.37975322954,0.0005200000014156103,101864.64689484319,0.0026999999972758815,101683.1521426255,0.0032500000088475645
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,4,hop,101970.0637661021,0.0005200000014156103,101931.05815723262,0.0026999999972758815,101831.6628560439,0.0032499999942956492
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,5,hop,103638.67444058807,0.0005200000014156103,102084.6610318418,0.002690000008442439,102191.35059335608,0.0032500000088475645
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,6,hop,102239.52389203018,0.0005200000014156103,102026.13566704288,0.0026999999972758815,101937.56215094856,0.0032499999942956492
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,7,hop,102010.5143418142,0.0005200000014156103,101995.19912404088,0.0026999999972758815,101875.20879556227,0.0032500000088475645
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,8,hop,103233.83992441626,0.0005300000048009679,102246.36032475039,0.0026999999972758815,102266.42757874141,0.003259999997681007
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,9,hop,102059.12941761385,0.0005200000014156103,102173.77527707363,0.0026999999972758815,102045.23118013378,0.0032500000088475645
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,10,hop,102275.25797587259,0.0005200000014156103,102000.70079641823,0.0026999999972758815,101943.01178702747,0.0032499999942956492
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,11,hop,103589.76723816391,0.0005299999902490526,102031.60634978306,0.0026999999972758815,102160.22547148219,0.003259999997681007
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,12,hop,103233.89938260274,0.0005300000048009679,102084.88684613786,0.0026999999972758815,102146.48367314682,0.003259999997681007
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,13,hop,103694.8710017614,0.0005199999868636951,102065.26837381604,0.0027000000118277967,102179.28719099454,0.003259999997681007
1100010004_ToyCar_case1_normal_IND_ch1_0004,normal,14,hop,102634.84532639774,0.0005199999868636951,102023.15220734404,0.0026999999972758815,102019.1776432724,0.0032499999942956492
