held_out_case,pooling,distance_head,threshold_method,threshold,precision,recall,accuracy,f1
1,mean,euclidean,perentile_same_machie_95.0,2.0050888061523438,0.9423076923076923,0.7424242424242424,0.8484848484848485,0.8305084745762712
1,mean,euclidean,perentile_same_machie_99.0,4.117629051208496,0.8571428571428571,0.09090909090909091,0.5378787878787878,0.1643835616438356
1,mean,euclidean,perentile_same_machie_99.5,11.074577331542969,0.8,0.030303030303030304,0.5113636363636364,0.058394160583941604
1,mean,euclidean,evt_p95_equiv,2.0441836136601164,0.9408866995073891,0.7234848484848485,0.8390151515151515,0.8179871520342612
1,mean,euclidean,parametric_p95_equiv,2.1124393335890317,0.9578947368421052,0.6893939393939394,0.8295454545454546,0.801762114537445
1,mean,euclidean,kde_p95_equiv,2.1481309321575512,0.956989247311828,0.6742424242424242,0.821969696969697,0.7911111111111111
1,mean,euclidean,evt_p99_equiv,4.210398513930926,0.8518518518518519,0.08712121212121213,0.5359848484848485,0.15807560137457044
1,mean,euclidean,parametric_p99_equiv,2.553446301276572,0.9496402877697842,0.5,0.7367424242424242,0.6550868486352357
1,mean,euclidean,kde_p99_equiv,10.319055934673905,0.8181818181818182,0.06818181818181818,0.5265151515151515,0.1258741258741259
1,mean,euclidean,evt_p999_equiv,31.599701581336532,0.0,0.0,0.5,0.0
1,mean,euclidean,parametric_p999_equiv,3.1580872237342628,0.8947368421052632,0.12878787878787878,0.5568181818181818,0.2251655629139073
1,mean,euclidean,kde_p999_equiv,11.435947533351321,0.0,0.0,0.5,0.0
1,mean,euclidean,mad,1.6035888195037842,0.8731884057971014,0.9128787878787878,0.8901515151515151,0.8925925925925926
1,mean,euclidean,iqr,1.7576506733894348,0.8893129770992366,0.8825757575757576,0.8863636363636364,0.8859315589353612
1,mean,mahalanobis,perentile_same_machie_95.0,54.27701224362746,0.9529914529914529,0.8446969696969697,0.9015151515151515,0.8955823293172691
1,mean,mahalanobis,perentile_same_machie_99.0,60.43963469875234,0.9895833333333334,0.7196969696969697,0.8560606060606061,0.8333333333333334
1,mean,mahalanobis,perentile_same_machie_99.5,62.395419485107524,0.9893048128342246,0.7007575757575758,0.8465909090909091,0.8203991130820399
1,mean,mahalanobis,evt_p95_equiv,54.70789230621541,0.961038961038961,0.8409090909090909,0.9034090909090909,0.896969696969697
1,mean,mahalanobis,parametric_p95_equiv,54.6008594390085,0.9568965517241379,0.8409090909090909,0.9015151515151515,0.8951612903225806
1,mean,mahalanobis,kde_p95_equiv,54.69089458241356,0.961038961038961,0.8409090909090909,0.9034090909090909,0.896969696969697
1,mean,mahalanobis,evt_p99_equiv,59.8067567186682,0.9897959183673469,0.7348484848484849,0.8636363636363636,0.8434782608695652
1,mean,mahalanobis,parametric_p99_equiv,58.5586537213927,0.9852941176470589,0.7613636363636364,0.875,0.8589743589743589
1,mean,mahalanobis,kde_p99_equiv,61.030845325640634,0.9894736842105263,0.7121212121212122,0.8522727272727273,0.8281938325991189
1,mean,mahalanobis,evt_p999_equiv,65.95950216105332,1.0,0.6515151515151515,0.8257575757575758,0.7889908256880734
1,mean,mahalanobis,parametric_p999_equiv,63.085459405249,0.9945652173913043,0.6931818181818182,0.8446969696969697,0.8169642857142857
1,mean,mahalanobis,kde_p999_equiv,64.82345937662448,0.9942857142857143,0.6590909090909091,0.8276515151515151,0.7927107061503417
1,mean,mahalanobis,mad,63.7249637808211,0.994535519125683,0.6893939393939394,0.8428030303030303,0.814317673378076
1,mean,mahalanobis,iqr,69.63054547747386,1.0,0.5871212121212122,0.7935606060606061,0.7398568019093079
1,mean,knn_full,perentile_same_machie_95.0,1.3828921810205705,0.9382239382239382,0.9204545454545454,0.9299242424242424,0.9292543021032504
1,mean,knn_full,perentile_same_machie_99.0,1.83226864154725,0.9754601226993865,0.6022727272727273,0.7935606060606061,0.7447306791569087
1,mean,knn_full,perentile_same_machie_99.5,3.030701229974486,0.9,0.06818181818181818,0.5303030303030303,0.1267605633802817
1,mean,knn_full,evt_p95_equiv,1.381221769756361,0.9382239382239382,0.9204545454545454,0.9299242424242424,0.9292543021032504
1,mean,knn_full,parametric_p95_equiv,1.4311423943242736,0.9634146341463414,0.8977272727272727,0.9318181818181818,0.9294117647058824
1,mean,knn_full,kde_p95_equiv,1.3991351259831002,0.9450980392156862,0.9128787878787878,0.9299242424242424,0.928709055876686
1,mean,knn_full,evt_p99_equiv,1.8555684155730197,0.975,0.5909090909090909,0.7878787878787878,0.7358490566037735
1,mean,knn_full,parametric_p99_equiv,1.580084457154025,0.981651376146789,0.8106060606060606,0.8977272727272727,0.8879668049792531
1,mean,knn_full,kde_p99_equiv,2.8222330481018374,0.8823529411764706,0.11363636363636363,0.5492424242424242,0.20134228187919462
1,mean,knn_full,evt_p999_equiv,5.085598595277474,0.0,0.0,0.5,0.0
1,mean,knn_full,parametric_p999_equiv,1.76553361860484,0.9767441860465116,0.6363636363636364,0.8106060606060606,0.7706422018348624
1,mean,knn_full,kde_p999_equiv,3.177112052445014,1.0,0.030303030303030304,0.5151515151515151,0.058823529411764705
1,mean,knn_full,mad,1.5032477878069317,0.9739130434782609,0.8484848484848485,0.9128787878787878,0.9068825910931174
1,mean,knn_full,iqr,1.6408361798041506,0.9804878048780488,0.7613636363636364,0.8731060606060606,0.8571428571428571
1,mean,knn_clustered_16,perentile_same_machie_95.0,1.4210685987643046,0.9458333333333333,0.8598484848484849,0.9053030303030303,0.9007936507936508
1,mean,knn_clustered_16,perentile_same_machie_99.0,1.6405154811804155,0.98989898989899,0.7424242424242424,0.8674242424242424,0.8484848484848485
1,mean,knn_clustered_16,perentile_same_machie_99.5,1.6904868038028122,0.9895287958115183,0.7159090909090909,0.8541666666666666,0.8307692307692308
1,mean,knn_clustered_16,evt_p95_equiv,1.4355633099874405,0.9453781512605042,0.8522727272727273,0.9015151515151515,0.896414342629482
1,mean,knn_clustered_16,parametric_p95_equiv,1.4398798127235968,0.9453781512605042,0.8522727272727273,0.9015151515151515,0.896414342629482
1,mean,knn_clustered_16,kde_p95_equiv,1.433570402029673,0.9453781512605042,0.8522727272727273,0.9015151515151515,0.896414342629482
1,mean,knn_clustered_16,evt_p99_equiv,1.613879814937136,0.9900990099009901,0.7575757575757576,0.875,0.8583690987124464
1,mean,knn_clustered_16,parametric_p99_equiv,1.5280940870309858,0.9906542056074766,0.803030303030303,0.8977272727272727,0.8870292887029289
1,mean,knn_clustered_16,kde_p99_equiv,1.6389115157559169,0.98989898989899,0.7424242424242424,0.8674242424242424,0.8484848484848485
1,mean,knn_clustered_16,evt_p999_equiv,1.8152468820780614,1.0,0.6174242424242424,0.8087121212121212,0.7634660421545667
1,mean,knn_clustered_16,parametric_p999_equiv,1.6162219735086785,0.9900497512437811,0.7537878787878788,0.8731060606060606,0.8559139784946237
1,mean,knn_clustered_16,kde_p999_equiv,1.8040062395003171,1.0,0.6212121212121212,0.8106060606060606,0.7663551401869159
1,mean,knn_clustered_16,mad,1.5766199615037961,0.9902912621359223,0.7727272727272727,0.8825757575757576,0.8680851063829788
1,mean,knn_clustered_16,iqr,1.719102075485315,1.0,0.7007575757575758,0.8503787878787878,0.8240534521158129
