clip_name,role,frame_index,phase,feature_delta_t_s,feature_power_mw,backbone_delta_t_s,backbone_power_mw,total_delta_t_s,total_power_mw
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,0,hop,0.0005300000048009,341.43547852117933,0.0042000000103143,307.7936961551076,0.0047600000107195,311.43465232701357
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,1,hop,0.0005199999868636,340.56529557633957,0.0041999999957624,308.20577273489295,0.0047499999927822,311.69803686632105
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,2,hop,0.0005300000048009,342.9294789143776,0.0041999999957624,308.4657872157581,0.0047599999961676,312.1784433504697
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,3,hop,0.000529999990249,342.08739698696644,0.0041999999957624,307.95818099959064,0.0047599999961676,311.6523720668892
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,4,hop,0.0005200000014156,346.9004852813792,0.0041999999957624,308.33557634494935,0.0047599999961676,312.494487351416
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,5,hop,0.0005200000014156,347.28110600946604,0.0041999999957624,308.59549690824065,0.0047599999961676,312.73933448057863
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,6,hop,0.0005300000048009,341.10932645923634,0.0042000000103143,308.9376304378071,0.0047600000107195,312.4129055459324
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,7,hop,0.0005199999868636,339.76691886625514,0.0042099999991478,308.51531164488,0.0047599999961676,311.87200380785436
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,8,hop,0.0005300000048009,341.1137581444111,0.0042000000103143,307.72261243326426,0.0047600000107195,311.3204971580158
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,9,hop,0.000529999990249,341.9651973551764,0.0041999999957624,309.85243890571184,0.0047599999961676,313.3413864159394
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,10,hop,0.0005300000048009,341.81422898237315,0.0041999999957624,308.7850970434253,0.0047599999961676,312.3203805694896
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,11,hop,0.0005300000048009,343.415767186394,0.0041999999957624,309.1214785425261,0.0047599999961676,312.7851027715129
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,12,hop,0.0005200000014156,341.47975351892,0.0042099999991478,307.90251072049534,0.0047599999961676,311.50676000363353
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,13,hop,0.0005200000014156,347.9975024327113,0.0041999999957624,309.06213452934486,0.0047599999961676,313.2501564473265
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,14,hop,0.0005300000048009,342.71003921960624,0.0042000000103143,309.1103552746671,0.0047600000107195,312.74352461588825
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,15,hop,0.0005200000014156,341.1953465158594,0.0042099999991478,308.7266099733297,0.0047599999961676,312.1836987220047
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,16,hop,0.0005300000048009,343.1828903515352,0.0042000000103143,308.5960356535963,0.0047600000107195,312.33716219925157
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,17,hop,0.0005300000048009,341.9077004214727,0.0041999999957624,309.22752525151753,0.0047599999961676,312.74719418667746
