clip_name,role,frame_index,phase,feature_delta_t_s,feature_power_mw,backbone_delta_t_s,backbone_power_mw,total_delta_t_s,total_power_mw
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,0,hop,0.000529999990249,342.08409521236285,0.0033100000000558,316.5942937472711,0.003870000000461,319.8943718663963
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,1,hop,0.0005200000014156,342.0930884438248,0.0033100000000558,316.1676060966552,0.0038599999970756,319.5879122015988
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,2,hop,0.000529999990249,346.0365466589827,0.0033100000000558,317.54699870482654,0.003870000000461,321.2440687026502
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,3,hop,0.0005200000014156,344.74761352327585,0.0033100000000558,316.3702836239076,0.003870000000461,320.00817796992277
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,4,hop,0.000529999990249,346.5540868161632,0.0033100000000558,317.2689155304734,0.003870000000461,321.06431266771455
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,5,hop,0.0005300000048009,342.3789074320315,0.0033100000000558,316.6770576284687,0.003870000000461,319.99911395787865
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,6,hop,0.0005199999868636,343.382133074563,0.0033100000000558,316.59415182623525,0.0038599999970756,320.11451693143243
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,7,hop,0.0005300000048009,346.32018832563824,0.0032999999966705,317.90832464134706,0.0038599999970756,321.5758350663913
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,8,hop,0.0005200000014156,340.33622938766166,0.0033100000000558,316.99043259381335,0.0038599999970756,320.00529324851294
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,9,hop,0.0005200000014156,341.98519971354125,0.0033100000000558,316.8644672538844,0.0038599999970756,320.12592043127177
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,10,hop,0.0005199999868636,347.1353165642066,0.0032999999966705,317.3533960275331,0.0038599999970756,321.2247039302749
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,11,hop,0.0005200000014156,339.6079993501099,0.0033100000000558,317.3283187531245,0.0038599999970756,320.2291762054948
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,12,hop,0.0005300000048009,340.64483801872143,0.0033100000000558,317.9660171951068,0.003870000000461,320.8704815590448
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,13,hop,0.0005300000048009,348.28898843905586,0.0032999999966705,317.7812701793674,0.0038599999970756,321.71831980335133
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,14,hop,0.0005200000014156,342.04727106846184,0.0033100000000558,317.39566631124944,0.0038599999970756,320.6412851654363
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,15,hop,0.0005300000048009,342.84045269231586,0.0033100000000558,316.6628839269843,0.003870000000461,320.08860882606166
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,16,hop,0.0005200000014156,341.77482180852945,0.0033100000000558,316.8341979584155,0.0038599999970756,320.0908236648322
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,17,hop,0.0005300000048009,343.3936628879721,0.0033100000000558,316.4807145537952,0.003870000000461,320.0022134428465
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,18,hop,0.0005200000014156,347.4712163881862,0.0032999999966705,317.1725132370888,0.0038599999970756,321.0959972196237
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,19,hop,0.0005200000014156,340.6587784672953,0.0033100000000558,316.3236143084156,0.0038599999970756,319.4898560522731
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,20,hop,0.0005200000014156,345.26706558657816,0.0033100000000558,317.53838809884104,0.003870000000461,321.0706478414429
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,21,hop,0.0005200000014156,348.51871298765013,0.0033100000000558,317.4636227214516,0.003870000000461,321.48841163326466
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,22,hop,0.0005200000014156,343.1954293423857,0.0033100000000558,318.0246772282116,0.0038599999970756,321.35450501055436
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,23,hop,0.0005200000014156,340.74978567786854,0.0033100000000558,316.87109746556854,0.0038600000116275,319.9715398239604
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,24,hop,0.000529999990249,343.2212667626369,0.0033100000000558,317.77834972841987,0.003870000000461,321.04360868791065
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,25,hop,0.0005200000014156,344.05707731933103,0.0033100000000558,316.7435569104787,0.0038599999970756,320.35925505057315
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,26,hop,0.0005200000014156,340.66922597642974,0.0033100000000558,316.5043027193456,0.0038599999970756,319.6398006734812
