held_out_case,pooling,distance_head,threshold_method,threshold,precision,recall,accuracy,f1
1,mean,euclidean,perentile_same_machie_95.0,2.448241710662842,0.935064935064935,0.5454545454545454,0.7537878787878788,0.6889952153110048
1,mean,euclidean,perentile_same_machie_99.0,4.136229038238525,0.9069767441860465,0.14772727272727273,0.5662878787878788,0.254071661237785
1,mean,euclidean,perentile_same_machie_99.5,9.17564582824707,0.7333333333333333,0.041666666666666664,0.5132575757575758,0.07885304659498207
1,mean,euclidean,evt_p95_equiv,2.4829642466046167,0.9470198675496688,0.5416666666666666,0.7556818181818182,0.689156626506024
1,mean,euclidean,parametric_p95_equiv,2.4688726608174694,0.9473684210526315,0.5454545454545454,0.7575757575757576,0.6923076923076923
1,mean,euclidean,kde_p95_equiv,2.5149072347768695,0.9466666666666667,0.5378787878787878,0.7537878787878788,0.6859903381642513
1,mean,euclidean,evt_p99_equiv,4.562609065094436,0.8709677419354839,0.10227272727272728,0.5435606060606061,0.18305084745762712
1,mean,euclidean,parametric_p99_equiv,2.941168787892024,0.9333333333333333,0.42424242424242425,0.696969696969697,0.5833333333333334
1,mean,euclidean,kde_p99_equiv,8.520005423394252,0.8181818181818182,0.06818181818181818,0.5265151515151515,0.1258741258741259
1,mean,euclidean,evt_p999_equiv,17.254500667665187,0.0,0.0,0.5,0.0
1,mean,euclidean,parametric_p999_equiv,3.578754450833942,0.9420289855072463,0.24621212121212122,0.615530303030303,0.39039039039039036
1,mean,euclidean,kde_p999_equiv,9.449290407697335,0.0,0.0,0.5,0.0
1,mean,euclidean,mad,2.365219831466675,0.9085365853658537,0.5643939393939394,0.7537878787878788,0.6962616822429907
1,mean,euclidean,iqr,2.6781079471111298,0.9455782312925171,0.5265151515151515,0.7481060606060606,0.6763990267639902
1,mean,mahalanobis,perentile_same_machie_95.0,50.98743481191474,0.9575471698113207,0.7689393939393939,0.8674242424242424,0.8529411764705882
1,mean,mahalanobis,perentile_same_machie_99.0,56.941302066436535,0.9939393939393939,0.6212121212121212,0.8087121212121212,0.7645687645687645
1,mean,mahalanobis,perentile_same_machie_99.5,57.71041928331511,1.0,0.5909090909090909,0.7954545454545454,0.7428571428571429
1,mean,mahalanobis,evt_p95_equiv,51.458517053735235,0.9665071770334929,0.7651515151515151,0.8693181818181818,0.854122621564482
1,mean,mahalanobis,parametric_p95_equiv,50.751780447242886,0.9537037037037037,0.7803030303030303,0.8712121212121212,0.8583333333333333
1,mean,mahalanobis,kde_p95_equiv,51.23007287183157,0.9620853080568721,0.7689393939393939,0.8693181818181818,0.8547368421052631
1,mean,mahalanobis,evt_p99_equiv,55.84473785220026,0.9827586206896551,0.6477272727272727,0.8181818181818182,0.7808219178082192
1,mean,mahalanobis,parametric_p99_equiv,54.84874825952476,0.9836065573770492,0.6818181818181818,0.8352272727272727,0.8053691275167785
1,mean,mahalanobis,kde_p99_equiv,56.78681784362171,0.9940476190476191,0.6325757575757576,0.8143939393939394,0.7731481481481481
1,mean,mahalanobis,evt_p999_equiv,59.09372423387509,1.0,0.5871212121212122,0.7935606060606061,0.7398568019093079
1,mean,mahalanobis,parametric_p999_equiv,59.6905290400178,1.0,0.5757575757575758,0.7878787878787878,0.7307692307692307
1,mean,mahalanobis,kde_p999_equiv,59.60510701751002,1.0,0.5795454545454546,0.7897727272727273,0.7338129496402878
1,mean,mahalanobis,mad,57.81634362947906,1.0,0.5909090909090909,0.7954545454545454,0.7428571428571429
1,mean,mahalanobis,iqr,64.14282053676432,1.0,0.5681818181818182,0.7840909090909091,0.7246376811594203
