clip_name,role,frame_index,phase,feature_delta_t_s,feature_power_mw,backbone_delta_t_s,backbone_power_mw,total_delta_t_s,total_power_mw
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,0,hop,0.0005300000193528,342.8767181327693,0.0137699999904725,299.8872791690791,0.0143300000054296,301.462437122058
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,1,hop,0.000529999990249,345.13528984684,0.0137800000084098,300.1521733600275,0.014339999994263,301.8235772827548
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,2,hop,0.000529999990249,342.69604727313055,0.0137800000084098,300.1735951018611,0.014339999994263,301.7315254644905
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,3,hop,0.0005200000014156,343.33532266862886,0.0137700000195764,300.73601717741457,0.0143300000054296,302.2920181394098
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,4,hop,0.0005300000193528,344.9040841970777,0.013779999979306,300.9518055307608,0.014339999994263,302.5799796135974
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,5,hop,0.000529999990249,342.3134266990816,0.0137700000195764,299.98710496338356,0.0143300000054296,301.5375358175242
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,6,hop,0.0005200000014156,341.4670578989093,0.0137699999904725,299.9438660425257,0.0143300000054296,301.4613293064306
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,7,hop,0.000529999990249,341.4747818649055,0.0137699999904725,299.5661928689915,0.0143300000054296,301.0934013480719
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,8,hop,0.0005300000193528,343.6285695023004,0.0137699999904725,300.24235696721155,0.0143300000054296,301.8279925484838
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,9,hop,0.0005300000193528,343.8642339009637,0.013779999979306,299.6345093306179,0.014339999994263,301.2635763388683
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,10,hop,0.000529999990249,343.67147232161864,0.0137800000084098,300.15749659225395,0.014339999994263,301.7503809459857
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,11,hop,0.000529999990249,341.71131230280923,0.0137800000084098,300.3444670546358,0.014339999994263,301.87488533812643
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,12,hop,0.0005300000193528,345.0832936154986,0.0137699999904725,300.8792847593319,0.0143300000054296,302.48864666897657
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,13,hop,0.0005300000193528,344.8455723736395,0.0137699999904725,300.3003594699365,0.0143300000054296,301.9339241354811
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,14,hop,0.0005200000014156,340.84751653293426,0.0137800000084098,300.5494083698894,0.0143300000054296,302.01453888522707
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,15,hop,0.0005200000014156,343.7193155630303,0.0137699999904725,300.60222514370656,0.0143299999763257,302.1756507700223
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,16,hop,0.0005300000193528,341.67068283649644,0.0137699999904725,300.2984045168045,0.0143300000054296,301.81808352195895
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,17,hop,0.000529999990249,341.01550995762693,0.0137800000084098,300.0800003146245,0.014339999994263,301.581217505309
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,18,hop,0.000529999990249,345.2398100521849,0.0137800000084098,299.9629641531642,0.014339999994263,301.65949143361064
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,19,hop,0.000529999990249,342.74263752515174,0.0137800000084098,301.0851304285965,0.014339999994263,302.6143797017566
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,20,hop,0.000529999990249,342.7466564885012,0.013779999979306,299.61102007441696,0.014339999994263,301.2083544999954
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,21,hop,0.000529999990249,342.83674496181845,0.0137800000084098,300.73173713753584,0.014339999994263,302.2730747831665
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,22,hop,0.000529999990249,343.49268915688634,0.0137800000084098,300.90903074732165,0.014339999994263,302.47459652290894
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,23,hop,0.000529999990249,344.05570318737983,0.0137800000084098,300.2940095486332,0.014339999994263,301.89403839793664
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,24,hop,0.0005200000014156,339.085057887717,0.013779999979306,300.1393995287358,0.0143299999763257,301.549404227472
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,25,hop,0.000529999990249,344.6118903929246,0.0137800000084098,300.34794084367394,0.014339999994263,301.9664167694381
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,26,hop,0.000529999990249,342.5095171167566,0.0137800000084098,300.1433380852268,0.014339999994263,301.69901112435883
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,27,hop,0.0005200000014156,338.26966173700976,0.0137800000084098,300.23480342379963,0.0143300000054296,301.618482135689
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,28,hop,0.0005300000193528,341.8022938790931,0.013779999979306,300.5513270337623,0.014339999994263,302.05628176043854
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,29,hop,0.0005200000014156,339.70370966380517,0.013779999979306,300.2331423857825,0.0143300000054296,301.6723882080494
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,30,hop,0.0005200000014156,343.8138052766485,0.0137800000084098,300.5798670633299,0.0143300000054296,302.17398491848996
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,31,hop,0.000529999990249,344.85007171813004,0.0137700000195764,300.95205058350706,0.0143300000054296,302.5585778966714
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,32,hop,0.0005300000193528,343.9157632830273,0.0137800000084098,300.17895060237663,0.0143400000233668,301.7903855143412
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,33,hop,0.000529999990249,341.9062931077074,0.0137800000084098,300.55164164957995,0.014339999994263,302.0621680648037
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,34,hop,0.000529999990249,341.6721104480566,0.0137800000084098,300.36632129563344,0.014339999994263,301.89270929640435
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,35,hop,0.0005300000193528,344.2407989662621,0.013779999979306,300.82466730211036,0.014339999994263,302.40216463732384
